home_advantage,use_margin,val_log_loss
0.0,True,0.8102
50.0,True,0.8109
0.0,False,0.8116
100.0,True,0.8117
50.0,False,0.8128
150.0,True,0.8128
100.0,False,0.8145
150.0,False,0.8165
